"Sequence number"	"Sequence ID"	"Functionality"	"V-GENE and allele"	"V-REGION Nb of positions including IMGT gaps (AA)"	"V-REGION Nb of AA"	"V-REGION Nb of identical AA"	"V-REGION Nb of AA changes"	"V-REGION +++"	"V-REGION ++-"	"V-REGION +-+"	"V-REGION +--"	"V-REGION -+-"	"V-REGION --+"	"V-REGION ---"	"V-REGION Very similar"	"V-REGION Similar"	"V-REGION Dissimilar"	"V-REGION Very dissimilar"	"FR1-IMGT Nb of positions including IMGT gaps (AA)"	"FR1-IMGT Nb of AA"	"FR1-IMGT Nb of identical AA"	"FR1-IMGT Nb of AA changes"	"FR1-IMGT +++"	"FR1-IMGT ++-"	"FR1-IMGT +-+"	"FR1-IMGT +--"	"FR1-IMGT -+-"	"FR1-IMGT --+"	"FR1-IMGT ---"	"FR1-IMGT Very similar"	"FR1-IMGT Similar"	"FR1-IMGT Dissimilar"	"FR1-IMGT Very dissimilar"	"CDR1-IMGT Nb of positions including IMGT gaps (AA)"	"CDR1-IMGT Nb of AA"	"CDR1-IMGT Nb of identical AA"	"CDR1-IMGT Nb of AA changes"	"CDR1-IMGT +++"	"CDR1-IMGT ++-"	"CDR1-IMGT +-+"	"CDR1-IMGT +--"	"CDR1-IMGT -+-"	"CDR1-IMGT --+"	"CDR1-IMGT ---"	"CDR1-IMGT Very similar"	"CDR1-IMGT Similar"	"CDR1-IMGT Dissimilar"	"CDR1-IMGT Very dissimilar"	"FR2-IMGT Nb of positions including IMGT gaps (AA)"	"FR2-IMGT Nb of AA"	"FR2-IMGT Nb of identical AA"	"FR2-IMGT Nb of AA changes"	"FR2-IMGT +++"	"FR2-IMGT ++-"	"FR2-IMGT +-+"	"FR2-IMGT +--"	"FR2-IMGT -+-"	"FR2-IMGT --+"	"FR2-IMGT ---"	"FR2-IMGT Very similar"	"FR2-IMGT Similar"	"FR2-IMGT Dissimilar"	"FR2-IMGT Very dissimilar"	"CDR2-IMGT Nb of positions including IMGT gaps (AA)"	"CDR2-IMGT Nb of AA"	"CDR2-IMGT Nb of identical AA"	"CDR2-IMGT Nb of AA changes"	"CDR2-IMGT +++"	"CDR2-IMGT ++-"	"CDR2-IMGT +-+"	"CDR2-IMGT +--"	"CDR2-IMGT -+-"	"CDR2-IMGT --+"	"CDR2-IMGT ---"	"CDR2-IMGT Very similar"	"CDR2-IMGT Similar"	"CDR2-IMGT Dissimilar"	"CDR2-IMGT Very dissimilar"	"FR3-IMGT Nb of positions including IMGT gaps (AA)"	"FR3-IMGT Nb of AA"	"FR3-IMGT Nb of identical AA"	"FR3-IMGT Nb of AA changes"	"FR3-IMGT +++"	"FR3-IMGT ++-"	"FR3-IMGT +-+"	"FR3-IMGT +--"	"FR3-IMGT -+-"	"FR3-IMGT --+"	"FR3-IMGT ---"	"FR3-IMGT Very similar"	"FR3-IMGT Similar"	"FR3-IMGT Dissimilar"	"FR3-IMGT Very dissimilar"	"CDR3-IMGT Nb of positions including IMGT gaps (AA)"	"CDR3-IMGT Nb of AA"	"CDR3-IMGT Nb of identical AA"	"CDR3-IMGT Nb of AA changes"	"CDR3-IMGT +++"	"CDR3-IMGT ++-"	"CDR3-IMGT +-+"	"CDR3-IMGT +--"	"CDR3-IMGT -+-"	"CDR3-IMGT --+"	"CDR3-IMGT ---"	"CDR3-IMGT Very similar"	"CDR3-IMGT Similar"	"CDR3-IMGT Dissimilar"	"CDR3-IMGT Very dissimilar"	""
31	">288_@M02381:30:000000000-AUCBB:1:1101:23271:3575"	"productive"	"Homsap TRBV5-5*01 F, or Homsap TRBV5-5*02 (F) or Homsap TRBV5-5*03 (F)"	"107 (82)"	"63 (64)"	"60"	"3 (4)"	"0"	"0"	"0"	"0"	"1"	1	"1 (2)"	"0"	"0"	"2"	"1 (2)"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	"12"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"17"	"17"	"17"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"10"	"6"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"39"	"36"	"33"	"3"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	0	2	1	"29 (4)"	"3 (4)"	"3"	"0 (1)"	"0"	"0"	"0"	"0"	"0"	"0"	"0 (1)"	"0"	"0"	"0"	"0 (1)"	NA
32	">291_@M02381:30:000000000-AUCBB:1:1101:23111:3584"	"productive"	"Homsap TRBV12-3*01 F"	"107 (82)"	"65 (66)"	"63"	"2 (3)"	"0"	"0"	"1"	"1"	"0"	0	"0 (1)"	"0"	"1"	"1"	"0 (1)"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	"12"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	0	1	0	"17"	"17"	"16"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	1	0	0	"10"	"6"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"39"	"38"	"38"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"29 (4)"	"3 (4)"	"3"	"0 (1)"	"0"	"0"	"0"	"0"	"0"	"0"	"0 (1)"	"0"	"0"	"0"	"0 (1)"	NA
33	">295_@M02381:30:000000000-AUCBB:1:1101:13680:3594"	"No results"	""	""	""	""	""	""	""	""	""	""	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA
34	">297_@M02381:30:000000000-AUCBB:1:1101:14677:3597"	"No results"	""	""	""	""	""	""	""	""	""	""	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA
35	">298_@M02381:30:000000000-AUCBB:1:1101:18465:3600"	"productive"	"Homsap TRBV18*01 F"	"107 (82)"	"65 (66)"	"65 (66)"	"0"	"0"	"0"	"0"	"0"	"0"	0	"0"	"0"	"0"	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	"12"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"17"	"17"	"17"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"10"	"6"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"39"	"38"	"38"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"29 (4)"	"3 (4)"	"3 (4)"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	NA
36	">301_@M02381:30:000000000-AUCBB:1:1101:12576:3619"	"productive"	"Homsap TRBV6-1*01 F"	"106 (82)"	"63 (65)"	"62"	"1 (3)"	"0"	"0 (1)"	"0"	"1"	"0"	0	"0 (1)"	"0"	"0 (1)+0"	"1"	"0 (1)"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	"12"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	0	1	0	"17"	"17"	"17"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"10"	"6"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"39"	"37"	"37"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"28 (4)"	"2 (4)"	"2"	"0 (2)"	"0"	"0 (1)"	"0"	"0"	"0"	"0"	"0 (1)"	"0"	"0 (1)+0"	"0"	"0 (1)"	NA
37	">306_@M02381:30:000000000-AUCBB:1:1101:21050:3628"	"No results"	""	""	""	""	""	""	""	""	""	""	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA
38	">310_@M02381:30:000000000-AUCBB:1:1101:20722:3635"	"productive"	"Homsap TRBV7-2*01 F, or Homsap TRBV7-2*04 (F)"	"106 (82)"	"64 (66)"	"62 (63)"	"2 (3)"	"0"	"1"	"0"	"0"	"0"	0	"1 (2)"	"0"	"1"	"0"	"1 (2)"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	"12"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"17"	"17"	"16"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	1	0	0	"10"	"6"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"39"	"38"	"37"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	0	0	1	"28 (4)"	"2 (4)"	"2 (3)"	"0 (1)"	"0"	"0"	"0"	"0"	"0"	"0"	"0 (1)"	"0"	"0"	"0"	"0 (1)"	NA
39	">311_@M02381:30:000000000-AUCBB:1:1101:12581:3635"	"productive"	"Homsap TRBV6-1*01 F"	"106 (82)"	"63 (65)"	"62"	"1 (3)"	"0"	"0 (1)"	"0"	"1"	"0"	0	"0 (1)"	"0"	"0 (1)+0"	"1"	"0 (1)"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	"12"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	0	1	0	"17"	"17"	"17"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"10"	"6"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"39"	"37"	"37"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"28 (4)"	"2 (4)"	"2"	"0 (2)"	"0"	"0 (1)"	"0"	"0"	"0"	"0"	"0 (1)"	"0"	"0 (1)+0"	"0"	"0 (1)"	NA
40	">313_@M02381:30:000000000-AUCBB:1:1101:17225:3644"	"productive"	"Homsap TRBV12-3*01 F"	"106 (82)"	"64 (66)"	"62"	"2 (4)"	"0"	"0"	"1"	"1"	"0 (1)"	0	"0 (1)"	"0"	"1"	"1+0 (1)+0"	"0 (1)"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	"12"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	0	1	0	"17"	"17"	"16"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	1	0	0	"10"	"6"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"39"	"38"	"38"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"28 (4)"	"2 (4)"	"2"	"0 (2)"	"0"	"0"	"0"	"0"	"0 (1)"	"0"	"0 (1)"	"0"	"0"	"0+0 (1)+0"	"0 (1)"	NA
41	">314_@M02381:30:000000000-AUCBB:1:1101:21834:3646"	"No results"	""	""	""	""	""	""	""	""	""	""	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA
42	">317_@M02381:30:000000000-AUCBB:1:1101:19645:3663"	"No results"	""	""	""	""	""	""	""	""	""	""	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA
43	">318_@M02381:30:000000000-AUCBB:1:1101:9149:3663"	"No results"	""	""	""	""	""	""	""	""	""	""	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA
44	">322_@M02381:30:000000000-AUCBB:1:1101:13021:3670"	"No results"	""	""	""	""	""	""	""	""	""	""	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA
45	">324_@M02381:30:000000000-AUCBB:1:1101:11981:3676"	"No results"	""	""	""	""	""	""	""	""	""	""	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA
46	">328_@M02381:30:000000000-AUCBB:1:1101:10513:3693"	"No results"	""	""	""	""	""	""	""	""	""	""	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA
47	">330_@M02381:30:000000000-AUCBB:1:1101:18771:3700"	"No results"	""	""	""	""	""	""	""	""	""	""	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA
48	">332_@M02381:30:000000000-AUCBB:1:1101:21696:3703"	"No results"	""	""	""	""	""	""	""	""	""	""	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA
49	">338_@M02381:30:000000000-AUCBB:1:1101:12265:3708"	"No results"	""	""	""	""	""	""	""	""	""	""	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA
50	">341_@M02381:30:000000000-AUCBB:1:1101:12307:3713"	"unknown"	"Homsap TRBV6-9*01 F"	"104"	"61"	"38"	"23"	"1"	"2"	"2"	"4"	"2"	0	"12"	"1"	"4"	"6"	"12"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	"12"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	0	0	1	"17"	"17"	"4"	"13"	"1"	"1"	"2"	"2"	"1"	"0"	"6"	"1"	3	3	6	"10"	"6"	"1"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"5"	"0"	0	0	5	"39"	"37"	"33"	"4"	"0"	"1"	"0"	"2"	"1"	"0"	"0"	"0"	1	3	0	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	""	""	""	NA
51	">343_@M02381:30:000000000-AUCBB:1:1101:15917:3720"	"productive"	"Homsap TRBV12-3*01 F"	"106 (82)"	"64 (66)"	"62 (63)"	"2 (3)"	"0"	"0"	"1"	"1"	"0"	0	"0 (1)"	"0"	"1"	"1"	"0 (1)"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	"12"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	0	1	0	"17"	"17"	"16"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	1	0	0	"10"	"6"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"39"	"38"	"38"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"28 (4)"	"2 (4)"	"2 (3)"	"0 (1)"	"0"	"0"	"0"	"0"	"0"	"0"	"0 (1)"	"0"	"0"	"0"	"0 (1)"	NA
52	">344_@M02381:30:000000000-AUCBB:1:1101:19323:3721"	"unknown"	"Homsap TRBV10-3*03 [F], or Homsap TRBV10-3*04 [F]"	"104"	"61"	"22"	"39"	"0"	"1"	"2"	"9"	"3"	1	"23"	"0"	"3"	"13"	"23"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	"12"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	0	0	1	"17"	"17"	"0"	"17"	"0"	"0"	"1"	"3"	"0"	"1"	"12"	"0"	1	4	12	"10"	"6"	"2"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"4"	"0"	0	0	4	"39"	"37"	"20"	"17"	"0"	"1"	"1"	"6"	"3"	"0"	"6"	"0"	2	9	6	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	""	""	""	NA
53	">345_@M02381:30:000000000-AUCBB:1:1101:8658:3729"	"No results"	""	""	""	""	""	""	""	""	""	""	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA
54	">347_@M02381:30:000000000-AUCBB:1:1101:17738:3732"	"unknown"	"Homsap TRBV6-1*01 F, or Homsap TRBV6-5*01 F"	"105"	"62"	"53"	"9"	"0"	"0"	"1"	"3"	"2"	0	"3"	"0"	"1"	"5"	"3"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	"12"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	0	1	0	"17"	"17"	"17"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"10"	"6"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA
55	">348_@M02381:30:000000000-AUCBB:1:1101:12349:3733"	"No results"	""	""	""	""	""	""	""	""	""	""	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA
56	">349_@M02381:30:000000000-AUCBB:1:1101:13371:3735"	"No results"	""	""	""	""	""	""	""	""	""	""	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA
57	">200_@M02381:30:000000000-AUCBB:1:1101:16633:3176"	"No results"	""	""	""	""	""	""	""	""	""	""	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA
58	">210_@M02381:30:000000000-AUCBB:1:1101:17452:3227"	"unknown"	"Homsap TRBV7-2*01 F, or Homsap TRBV7-2*04 (F)"	"105"	"63"	"62"	"1"	"0"	"0"	"0"	"0"	"0"	0	"1"	"0"	"0"	"0"	"1"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	"12"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	0	0	1	"17"	"17"	"17"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"10"	"6"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA
59	">211_@M02381:30:000000000-AUCBB:1:1101:16834:3228"	"productive"	"Homsap TRBV4-2*01 F"	"107 (82)"	"64 (65)"	"64 (65)"	"0"	"0"	"0"	"0"	"0"	"0"	0	"0"	"0"	"0"	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	"12"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"17"	"17"	"17"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"10"	"6"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"39"	"37"	"37"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"29 (4)"	"3 (4)"	"3 (4)"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	NA
60	">213_@M02381:30:000000000-AUCBB:1:1101:9601:3250"	"No results"	""	""	""	""	""	""	""	""	""	""	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA
61	">214_@M02381:30:000000000-AUCBB:1:1101:12590:3257"	"productive"	"Homsap TRBV19*01 F"	"106 (82)"	"63 (65)"	"63"	"0 (2)"	"0"	"0"	"0 (1)"	"0"	"0 (1)"	0	"0"	"0"	"0+0 (1)"	"0+0 (1)+0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	"12"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"17"	"17"	"17"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"10"	"6"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"39"	"37"	"37"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"28 (4)"	"2 (4)"	"2"	"0 (2)"	"0"	"0"	"0 (1)"	"0"	"0 (1)"	"0"	"0"	"0"	"0+0 (1)"	"0+0 (1)+0"	"0"	NA
62	">215_@M02381:30:000000000-AUCBB:1:1101:20978:3260"	"No results"	""	""	""	""	""	""	""	""	""	""	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA
63	">219_@M02381:30:000000000-AUCBB:1:1101:9481:3283"	"No results"	""	""	""	""	""	""	""	""	""	""	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA
